SELECT public.customer.c_customer_id, public.customer.c_birth_country FROM public.customer  WHERE public.customer.c_current_hdemo_sk BETWEEN -315.38 AND 404.52 AND public.customer.c_birth_month > 55.76 AND public.customer.c_current_cdemo_sk BETWEEN -95972.79 AND 96104.31 ORDER BY public.customer.c_customer_id LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 80.61 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
SELECT public.customer.c_customer_id, public.customer.c_birth_country FROM public.customer  WHERE public.customer.c_current_hdemo_sk BETWEEN -324.65 AND 395.25 AND public.customer.c_birth_month > 2.88 AND public.customer.c_current_cdemo_sk BETWEEN -96021.17 AND 96055.93 ORDER BY public.customer.c_customer_id LIMIT 100;
SELECT public.customer.c_customer_sk FROM public.customer  WHERE public.customer.c_first_name LIKE 'sample' AND public.customer.c_salutation LIKE 'sample' AND public.customer.c_email_address LIKE 'sample' ORDER BY public.customer.c_customer_sk LIMIT 100;
SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 13.25 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 92.18 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
SELECT public.customer.c_customer_sk FROM public.customer  WHERE public.customer.c_first_name LIKE 'sample' AND public.customer.c_salutation LIKE 'sample' AND public.customer.c_email_address LIKE 'sample' ORDER BY public.customer.c_customer_sk LIMIT 100;
SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 18.97 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
SELECT public.customer_address.ca_zip, public.customer_address.ca_street_type FROM public.customer_address  WHERE public.customer_address.ca_location_type LIKE 'sample' ORDER BY public.customer_address.ca_street_type LIMIT 100;
SELECT public.customer_address.ca_zip, public.customer_address.ca_street_type FROM public.customer_address  WHERE public.customer_address.ca_location_type LIKE 'sample' ORDER BY public.customer_address.ca_street_type LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer_address.ca_zip, public.customer_address.ca_street_type FROM public.customer_address  WHERE public.customer_address.ca_location_type LIKE 'sample' ORDER BY public.customer_address.ca_street_type LIMIT 100;
SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 27.95 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
SELECT public.customer_address.ca_zip, public.customer_address.ca_street_type FROM public.customer_address  WHERE public.customer_address.ca_location_type LIKE 'sample' ORDER BY public.customer_address.ca_street_type LIMIT 100;
SELECT public.customer_address.ca_zip, public.customer_address.ca_street_type FROM public.customer_address  WHERE public.customer_address.ca_location_type LIKE 'sample' ORDER BY public.customer_address.ca_street_type LIMIT 100;
SELECT public.customer.c_customer_id, public.customer.c_birth_country FROM public.customer  WHERE public.customer.c_current_hdemo_sk BETWEEN -298.75 AND 421.15 AND public.customer.c_birth_month > 47.04 AND public.customer.c_current_cdemo_sk BETWEEN -95997.91 AND 96079.19 ORDER BY public.customer.c_customer_id LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer.c_customer_sk FROM public.customer  WHERE public.customer.c_first_name LIKE 'sample' AND public.customer.c_salutation LIKE 'sample' AND public.customer.c_email_address LIKE 'sample' ORDER BY public.customer.c_customer_sk LIMIT 100;
SELECT public.customer.c_customer_id, public.customer.c_birth_country FROM public.customer  WHERE public.customer.c_current_hdemo_sk BETWEEN -316.25 AND 403.65 AND public.customer.c_birth_month > 78.28 AND public.customer.c_current_cdemo_sk BETWEEN -95954.27 AND 96122.83 ORDER BY public.customer.c_customer_id LIMIT 100;
SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
SELECT public.customer_address.ca_zip, public.customer_address.ca_street_type FROM public.customer_address  WHERE public.customer_address.ca_location_type LIKE 'sample' ORDER BY public.customer_address.ca_street_type LIMIT 100;
SELECT public.customer.c_customer_id, public.customer.c_birth_country FROM public.customer  WHERE public.customer.c_current_hdemo_sk BETWEEN -353.2 AND 366.7 AND public.customer.c_birth_month > 37.29 AND public.customer.c_current_cdemo_sk BETWEEN -95984.14 AND 96092.96 ORDER BY public.customer.c_customer_id LIMIT 100;
SELECT public.customer_address.ca_zip, public.customer_address.ca_street_type FROM public.customer_address  WHERE public.customer_address.ca_location_type LIKE 'sample' ORDER BY public.customer_address.ca_street_type LIMIT 100;
SELECT public.customer.c_customer_sk FROM public.customer  WHERE public.customer.c_first_name LIKE 'sample' AND public.customer.c_salutation LIKE 'sample' AND public.customer.c_email_address LIKE 'sample' ORDER BY public.customer.c_customer_sk LIMIT 100;
