timestamp,sql
2025-07-01T00:00:00.200000,"SELECT public.store_sales.ss_hdemo_sk, public.store_sales.ss_wholesale_cost FROM public.store_sales  WHERE public.store_sales.ss_wholesale_cost >= 82.17 AND public.store_sales.ss_addr_sk <= 51.62 AND public.store_sales.ss_net_paid_inc_tax <= 47.98 ORDER BY public.store_sales.ss_wholesale_cost LIMIT 100;"
2025-07-01T00:00:00.400000,"SELECT public.catalog_sales.cs_catalog_page_sk, public.catalog_sales.cs_ext_tax FROM public.catalog_sales FULL JOIN public.store_sales ON public.catalog_sales.cs_ext_tax = public.store_sales.ss_ext_tax WHERE public.catalog_sales.cs_warehouse_sk >= 39.9 AND public.catalog_sales.cs_ext_ship_cost <= 87.63 AND public.catalog_sales.cs_order_number > 97.58 ORDER BY public.catalog_sales.cs_catalog_page_sk LIMIT 100;"
2025-07-01T00:00:00.600000,"SELECT public.catalog_sales.cs_catalog_page_sk, public.catalog_sales.cs_ext_tax FROM public.catalog_sales FULL JOIN public.store_sales ON public.catalog_sales.cs_ext_tax = public.store_sales.ss_ext_tax WHERE public.catalog_sales.cs_warehouse_sk >= 44.2 AND public.catalog_sales.cs_ext_ship_cost <= 77.69 AND public.catalog_sales.cs_order_number > 4.45 ORDER BY public.catalog_sales.cs_catalog_page_sk LIMIT 100;"
2025-07-01T00:00:00.800000,"SELECT public.catalog_sales.cs_catalog_page_sk, public.catalog_sales.cs_ext_tax FROM public.catalog_sales FULL JOIN public.store_sales ON public.catalog_sales.cs_ext_tax = public.store_sales.ss_ext_tax WHERE public.catalog_sales.cs_warehouse_sk >= 79.81 AND public.catalog_sales.cs_ext_ship_cost <= 90.85 AND public.catalog_sales.cs_order_number > 80.47 ORDER BY public.catalog_sales.cs_catalog_page_sk LIMIT 100;"
2025-07-01T00:00:01.000000,"SELECT public.catalog_sales.cs_catalog_page_sk, public.catalog_sales.cs_ext_tax FROM public.catalog_sales FULL JOIN public.store_sales ON public.catalog_sales.cs_ext_tax = public.store_sales.ss_ext_tax WHERE public.catalog_sales.cs_warehouse_sk >= 31.46 AND public.catalog_sales.cs_ext_ship_cost <= 22.45 AND public.catalog_sales.cs_order_number > 69.2 ORDER BY public.catalog_sales.cs_catalog_page_sk LIMIT 100;"
2025-07-01T00:00:01.200000,"SELECT public.catalog_sales.cs_quantity, public.catalog_sales.cs_ext_sales_price FROM public.catalog_sales LEFT JOIN public.store_sales ON public.catalog_sales.cs_list_price = public.store_sales.ss_list_price WHERE public.catalog_sales.cs_catalog_page_sk > 52.56 AND public.catalog_sales.cs_bill_cdemo_sk <= 34.67 AND public.catalog_sales.cs_ship_date_sk < 82.36 ORDER BY public.catalog_sales.cs_ext_sales_price LIMIT 100;"
2025-07-01T00:00:01.400000,"SELECT public.store_sales.ss_hdemo_sk, public.store_sales.ss_wholesale_cost FROM public.store_sales  WHERE public.store_sales.ss_wholesale_cost >= 33.0 AND public.store_sales.ss_addr_sk <= 59.52 AND public.store_sales.ss_net_paid_inc_tax <= 62.56 ORDER BY public.store_sales.ss_wholesale_cost LIMIT 100;"
2025-07-01T00:00:01.600000,"SELECT public.catalog_sales.cs_sold_time_sk, public.catalog_sales.cs_order_number FROM public.catalog_sales INNER JOIN public.store_sales ON public.catalog_sales.cs_ext_list_price = public.store_sales.ss_ext_list_price WHERE public.catalog_sales.cs_item_sk BETWEEN -551.615 AND 708.315 AND public.catalog_sales.cs_warehouse_sk < 11.95 AND public.catalog_sales.cs_ship_cdemo_sk >= 99.71 ORDER BY public.catalog_sales.cs_sold_time_sk LIMIT 100;"
2025-07-01T00:00:01.800000,"SELECT public.catalog_sales.cs_quantity, public.catalog_sales.cs_ext_sales_price FROM public.catalog_sales LEFT JOIN public.store_sales ON public.catalog_sales.cs_list_price = public.store_sales.ss_list_price WHERE public.catalog_sales.cs_catalog_page_sk > 12.49 AND public.catalog_sales.cs_bill_cdemo_sk <= 4.83 AND public.catalog_sales.cs_ship_date_sk < 33.57 ORDER BY public.catalog_sales.cs_ext_sales_price LIMIT 100;"
2025-07-01T00:00:02.000000,"SELECT public.catalog_sales.cs_quantity, public.catalog_sales.cs_ext_sales_price FROM public.catalog_sales LEFT JOIN public.store_sales ON public.catalog_sales.cs_list_price = public.store_sales.ss_list_price WHERE public.catalog_sales.cs_catalog_page_sk > 85.74 AND public.catalog_sales.cs_bill_cdemo_sk <= 61.39 AND public.catalog_sales.cs_ship_date_sk < 13.78 ORDER BY public.catalog_sales.cs_ext_sales_price LIMIT 100;"
