timestamp,sql
2025-07-01T00:00:00.200000,"SELECT public.customer.c_customer_id, public.customer.c_birth_country FROM public.customer  WHERE public.customer.c_current_hdemo_sk BETWEEN -315.38 AND 404.52 AND public.customer.c_birth_month > 55.76 AND public.customer.c_current_cdemo_sk BETWEEN -95972.79 AND 96104.31 ORDER BY public.customer.c_customer_id LIMIT 100;"
2025-07-01T00:00:00.400000,SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
2025-07-01T00:00:00.600000,SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
2025-07-01T00:00:00.800000,SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
2025-07-01T00:00:01.000000,SELECT public.customer_address.ca_street_name FROM public.customer_address  WHERE public.customer_address.ca_state LIKE 'sample' ORDER BY public.customer_address.ca_street_name LIMIT 100;
2025-07-01T00:00:01.200000,SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 80.61 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
2025-07-01T00:00:01.400000,"SELECT public.customer.c_customer_id, public.customer.c_birth_country FROM public.customer  WHERE public.customer.c_current_hdemo_sk BETWEEN -324.65 AND 395.25 AND public.customer.c_birth_month > 2.88 AND public.customer.c_current_cdemo_sk BETWEEN -96021.17 AND 96055.93 ORDER BY public.customer.c_customer_id LIMIT 100;"
2025-07-01T00:00:01.600000,SELECT public.customer.c_customer_sk FROM public.customer  WHERE public.customer.c_first_name LIKE 'sample' AND public.customer.c_salutation LIKE 'sample' AND public.customer.c_email_address LIKE 'sample' ORDER BY public.customer.c_customer_sk LIMIT 100;
2025-07-01T00:00:01.800000,SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 13.25 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
2025-07-01T00:00:02.000000,SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 92.18 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
2025-07-01T00:00:02.200000,SELECT public.customer.c_customer_sk FROM public.customer  WHERE public.customer.c_first_name LIKE 'sample' AND public.customer.c_salutation LIKE 'sample' AND public.customer.c_email_address LIKE 'sample' ORDER BY public.customer.c_customer_sk LIMIT 100;
2025-07-01T00:00:02.400000,SELECT public.customer_demographics.cd_education_status FROM public.customer_demographics  WHERE public.customer_demographics.cd_gender = 'sample' AND public.customer_demographics.cd_dep_college_count >= 18.97 ORDER BY public.customer_demographics.cd_education_status LIMIT 100;
