timestamp,sql
2025-07-01T00:05:00.200000,"SELECT census_original.dv_cmdline_args, census_original.dv_create_time FROM census_original  WHERE census_original.dv_version = 'sample' AND census_original.dv_create_time = 'NULL' AND census_original.dv_cmdline_args LIKE 'sample' ORDER BY census_original.dv_create_time LIMIT 100;"
2025-07-01T00:05:00.419867,SELECT census_original.dv_cmdline_args FROM census_original  WHERE census_original.dv_create_date <= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_cmdline_args LIMIT 100;
2025-07-01T00:05:00.658809,SELECT census_original.dv_cmdline_args FROM census_original  WHERE census_original.dv_create_date <= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_cmdline_args LIMIT 100;
2025-07-01T00:05:00.915273,SELECT census_original.dv_cmdline_args FROM census_original  WHERE census_original.dv_create_date <= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_cmdline_args LIMIT 100;
2025-07-01T00:05:01.187009,SELECT census_original.dv_cmdline_args FROM census_original  WHERE census_original.dv_create_date <= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_cmdline_args LIMIT 100;
2025-07-01T00:05:01.471156,SELECT census_original.dv_create_time FROM census_original  WHERE census_original.dv_version = 'sample' ORDER BY census_original.dv_create_time LIMIT 100;
2025-07-01T00:05:01.764360,"SELECT census_original.dv_cmdline_args, census_original.dv_create_time FROM census_original  WHERE census_original.dv_version = 'sample' AND census_original.dv_create_time = 'NULL' AND census_original.dv_cmdline_args LIKE 'sample' ORDER BY census_original.dv_create_time LIMIT 100;"
2025-07-01T00:05:02.062905,SELECT census_original.dv_create_date FROM census_original  WHERE census_original.dv_cmdline_args LIKE 'sample' AND census_original.dv_version LIKE 'sample' AND census_original.dv_create_date >= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_create_date LIMIT 100;
2025-07-01T00:05:02.362862,SELECT census_original.dv_create_time FROM census_original  WHERE census_original.dv_version = 'sample' ORDER BY census_original.dv_create_time LIMIT 100;
2025-07-01T00:05:02.660247,SELECT census_original.dv_create_time FROM census_original  WHERE census_original.dv_version = 'sample' ORDER BY census_original.dv_create_time LIMIT 100;
2025-07-01T00:05:02.951176,SELECT census_original.dv_create_date FROM census_original  WHERE census_original.dv_cmdline_args LIKE 'sample' AND census_original.dv_version LIKE 'sample' AND census_original.dv_create_date >= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_create_date LIMIT 100;
2025-07-01T00:05:03.232026,SELECT census_original.dv_create_time FROM census_original  WHERE census_original.dv_version = 'sample' ORDER BY census_original.dv_create_time LIMIT 100;
2025-07-01T00:05:03.499572,SELECT census_original.dv_version FROM census_original  WHERE census_original.dv_create_time = 'NULL' AND census_original.dv_cmdline_args = 'sample' ORDER BY census_original.dv_version LIMIT 100;
2025-07-01T00:05:03.751123,SELECT census_original.dv_version FROM census_original  WHERE census_original.dv_create_time = 'NULL' AND census_original.dv_cmdline_args = 'sample' ORDER BY census_original.dv_version LIMIT 100;
2025-07-01T00:05:03.984621,SELECT census_original.dv_cmdline_args FROM census_original  WHERE census_original.dv_create_date <= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_cmdline_args LIMIT 100;
2025-07-01T00:05:04.198733,SELECT census_original.dv_cmdline_args FROM census_original  WHERE census_original.dv_create_date <= TIMESTAMP '2022-01-01' ORDER BY census_original.dv_cmdline_args LIMIT 100;
